202001,カード種別,カード名,カード名,
制限,P効果,竜剣士ラスターP,LUSTER PENDULUM，THE DRACOSLAYER,
制限,魔法,マスク・チェンジ・セカンド,MASK CHANGE II,
制限,罠,メタバース,METAVERSE,
制限,魔法,死者蘇生,MONSTER REBORN,
制限,効果/モンスター,メタモルポット,MORPHING JAR,
制限,魔法,魔鍾洞,MYSTIC MINE,
制限,効果/モンスター,ネクロフェイス,NECROFACE,
制限,効果/モンスター,深淵の暗殺者,NIGHT ASSAILANT,
制限,魔法,一時休戦,ONE DAY OF PEACE,
制限,魔法,ペンデュラム・コール,PENDULUM CALL,
制限,P効果,EMドクロバット・ジョーカー,PERFORMAPAL SKULLCROBAT JOKER,
制限,魔法,原初の種,PRIMAL SEED,
制限,シンクロ/モンスター,PSYフレームロード・Ω,PSY-FRAMELORD OMEGA,
制限,魔法,サンダー・ボルト,RAIGEKI,
制限,魔法,増援,REINFORCEMENT OF THE ARMY,
制限,バニラ,封印されし者の右腕,RIGHT ARM OF THE FORBIDDEN ONE,
制限,バニラ,封印されし者の右足,RIGHT LEG OF THE FORBIDDEN ONE,
制限,効果/モンスター,転生炎獣ガゼル,SALAMANGREAT GAZELLE,
制限,リンク/モンスター,鎖龍蛇－スカルデット,SARYUJA SKULL DREAD,
制限,魔法,盆回し,SET ROTATION,
制限,リンク/モンスター,閃刀姫－カガリ,SKY STRIKER ACE - KAGARI,
制限,魔法,閃刀機－ホーネットビット,SKY STRIKER MECHA - HORNET DRONES,
制限,効果/モンスター,魂喰いオヴィラプター,SOULEATING OVIRAPTOR,
制限,効果/モンスター,SRベイゴマックス,SPEEDROID TERRORTOP,
制限,P効果,覇王眷竜ダークヴルム,SUPREME KING DRAGON DARKWURM,
制限,魔法,継承の印,SYMBOL OF HERITAGE,
制限,効果/モンスター,嵐征竜－テンペスト,TEMPEST  DRAGON RULER OF STORMS,
制限,魔法,テラ・フォーミング,TERRAFORMING,
制限,魔法,終わりの始まり,THE BEGINNING OF THE END,新規
制限,融合/モンスター,超雷龍－サンダー・ドラゴン,THUNDER DRAGON COLOSSUS,
制限,効果/モンスター,雷鳥龍－サンダー・ドラゴン,THUNDER DRAGONHAWK,
制限,罠,トリックスター・リンカーネイション,TRICKSTAR REINCARNATION,
制限,罠,虚無空間,VANITY'S EMPTINESS,
制限,効果/モンスター,輝白竜 ワイバースター,WHITE DRAGON WYVERBURSTER,
制限,魔法,十二獣の会局,ZOODIAC BARRAGE,
制限,エクシーズ/モンスター,十二獣ドランシア,ZOODIAC DRIDENT,禁止⇒制限
制限,効果/モンスター,十二獣モルモラット,ZOODIAC RATPIER,
,,,,
準制限,魔法,ヒーローアライブ,A HERO LIVES,
準制限,魔法,闇の誘惑,ALLURE OF DARKNESS,新規
準制限,効果/モンスター,オルターガイスト・メリュシーク,ALTERGEIST MELUSEEK,新規
準制限,効果/モンスター,灰流うらら,ASH BLOSSOM & JOYOUS SPRING,
準制限,効果/モンスター,ベビケラサウルス,BABYCERASAURUS,制限⇒準制限
準制限,効果/モンスター,ダーク・グレファー,DARK GREPHER,
準制限,効果/モンスター,深海のディーヴァ,DEEP SEA DIVA,制限⇒準制限
準制限,効果/モンスター,ダイナレスラー・パンクラトプス,DINOWRESTLER PANKRATOPS,
準制限,魔法,緊急テレポート,EMERGENCY TELEPORT,
準制限,魔法,化石調査,FOSSIL DIG,
準制限,リンク/モンスター,オルフェゴール・ガラテア,GALATEA，THE ORCUST AUTOMATON,新規
準制限,効果/モンスター,レディ・デバッガー,LADY DEBUG,
準制限,効果/モンスター,マスマティシャン,MATHEMATICIAN,制限⇒準制限
準制限,魔法,精神操作,MIND CONTROL,新規
準制限,儀式/モンスター,ユニコールの影霊衣,NEKROZ OF UNICORE,制限⇒準制限
準制限,魔法,ワン・フォー・ワン,ONE FOR ONE,
準制限,効果/モンスター,オルフェゴール・ディヴェル,ORCUST HARP HORROR,新規
準制限,罠,パーソナル・スプーフィング,PERSONAL SPOOFING,
準制限,効果/モンスター,捕食植物オフリス・スコーピオ,PREDAPLANT OPHRYS SCORPIO,
準制限,罠,レッド・リブート,RED REBOOT,新規
準制限,魔法,転生炎獣の炎陣,SALAMANGREAT CIRCLE,新規
準制限,魔法,スケープ・ゴート,SCAPEGOAT,
準制限,魔法,閃刀機－ウィドウアンカー,SKY STRIKER MECHA - WIDOW ANCHOR,
準制限,魔法,閃刀機関－マルチロール,SKY STRIKER MECHA MODULES - MULTIROLE,新規
準制限,魔法,閃刀起動－エンゲージ,SKY STRIKER MOBILIZE - ENGAGE!,
準制限,効果/モンスター,SPYRAL－ジーニアス,SPYRAL QUIK-FIX,
準制限,魔法,SPYRAL RESORT,SPYRAL RESORT,
準制限,魔法,超融合,SUPER POLYMERIZATION,
準制限,魔法,隣の芝刈り,THAT GRASS LOOKS GREENER,
準制限,効果/モンスター,雷獣龍－サンダー・ドラゴン,THUNDER DRAGONROAR,新規
準制限,効果/モンスター,魔界発現世行きデスガイド,TOUR GUIDE FROM THE UNDERWORLD,制限⇒準制限
準制限,効果/モンスター,トリックスター・キャンディナ,TRICKSTAR CANDINA,
,,,,
解除,魔法,連鎖爆撃,CHAIN STRIKE,準制限⇒解除
解除,魔法,竜呼相打つ,DRACO FACE‐OFF,準制限⇒解除
解除,効果/モンスター,E・HERO シャドー・ミスト,ELEMENTAL HERO SHADOW MIST,準制限⇒解除
解除,魔法,妨げられた壊獣の眠り,INTERRUPTED KAIJU SLUMBER,準制限⇒解除
解除,融合/モンスター,召喚獣メルカバー,INVOKED MECHABA,制限⇒解除
解除,魔法,名推理,REASONING,準制限⇒解除
